entity_id,entity_type,entity_name,normalized_name,role_or_description,affiliation,prominence_score,first_mention_record_id,total_mentions,related_entities,notes
P1946,Person,Patrick Ross,Patrick Ross,Ex-journalist,Progress and Freedom Foundation,4,RECORD-00524,1,,
P1947,Person,Vladimir Lenin,Vladimir Lenin,Politician,N/A,4,RECORD-00524,1,,
P1948,Person,Andy Carvin,Andy Carvin,Senior product manager for online communities,NPR,5,RECORD-00524,1,,
P1949,Person,Donald Graham,Donald Graham,CEO,The Washington Post Company,5,RECORD-00525,1,,
P1950,Person,Bryan Keefer,Bryan Keefer,Writer,CJR Daily,4,RECORD-00526,2,,
P1951,Person,Mark Cooper,Mark Cooper,Writer,The Nation,3,RECORD-00526,1,,
P1952,Person,David Blum,David Blum,Writer,New York Sun,3,RECORD-00526,1,,
P1953,Person,Alex Koppelman,Alex Koppelman,Blogger,Salon's War Room blog,6,RECORD-00529,1,,
P1954,Person,Andrew Malcolm,Andrew Malcolm,Blogger,LA Times Top of the Ticket blog,5,RECORD-00529,1,,
P1955,Person,David Sarno,David Sarno,Web Reporter,Los Angeles Times,6,RECORD-00529,1,,
P1956,Person,Jacques Steinberg,Jacques Steinberg,Media Beat Reporter,The New York Times,6,RECORD-00529,1,,
P1957,Person,Kelly McBride,Kelly McBride,Head of Ethics Group,The Poynter Institute,6,RECORD-00529,1,,
P1958,Person,John F. Burns,John F. Burns,Baghdad bureau chief,The New York Times,10,RECORD-00530,1,,
P1959,Person,Bill Spindle,Bill Spindle,Middle East editor,Wall Street Journal,4,RECORD-00530,1,,
P1960,Person,Phillip Robertson,Phillip Robertson,Journalist,N/A,4,RECORD-00530,1,,
P1961,Person,Jeffrey Gettleman,Jeffrey Gettleman,Reporter,The New York Times,4,RECORD-00530,1,,
P1962,Person,Uday Hussein,Uday Hussein,Son of Saddam Hussein,N/A,4,RECORD-00530,1,,
P1963,Person,Juan Antonio Samaranch,Juan Antonio Samaranch,President,International Olympic Committee,3,RECORD-00530,1,,
P1964,Person,Jack Kelly,Jack Kelly,Journalist,USA Today,3,RECORD-00530,1,,
P1965,Person,Jonathan Kreiss-Tomkins,Jonathan Kreiss-Tomkins,Volunteer,Dean Campaign,5,RECORD-00531,1,,
P1966,Person,Sterling Newberry,Sterling Newberry,Co-editor,BOP (The Blogging of the President),4,RECORD-00531,1,,
P1967,Person,Byron E. Calame,Byron E. Calame,Public Editor,The New York Times,7,RECORD-00532,1,,
P1968,Person,Armando,Armando,Blogger,Daily Kos,5,RECORD-00532,1,,
P1969,Person,Mark Howard,Mark Howard,Blogger,News Corpse,5,RECORD-00533,1,,
P1970,Person,Christopher Lydon,Christopher Lydon,Radio Host,Radio Open Source,5,RECORD-00533,1,,
P1971,Person,Bill Harlow,Bill Harlow,Official Spokesman,CIA,5,RECORD-00534,1,,
P1972,Person,James Carville,James Carville,Political Commentator,None,3,RECORD-00534,1,,
P1973,Person,Tom Karr,Tom Karr,Writer,Media Citizen,2,RECORD-00534,1,,
P1974,Person,Garrett M. Graff,Garrett M. Graff,Writer,Fishbowl DC,2,RECORD-00534,1,,
P1975,Person,Sydney Schanberg,Sydney Schanberg,Journalist,Village Voice,3,RECORD-00534,1,,
P1976,Person,Patrick Ruffini,Patrick Ruffini,,None,5,RECORD-00536,1,,
P1977,Person,Nicholas Scibetta,Nicholas Scibetta,Practitioner,Ketchum,6,RECORD-00538,1,,
P1978,Person,Adam Brown,Adam Brown,Practitioner,Ketchum,6,RECORD-00538,1,,
P1979,Person,Kevin Dugan,Kevin Dugan,,Strategic Public Relations,5,RECORD-00538,1,,
P1980,Person,Josh Koenig,Josh Koenig,Developer,"Dean Space, Music for America",4,RECORD-00539,1,,
P1981,Person,Matt Cheney,Matt Cheney,"Researcher, Librarian",National Center for SuperComputing Applications,4,RECORD-00539,1,,
P1982,Person,Steven Berlin Johnson,Steven Berlin Johnson,"Author, technology scholar",None,7,RECORD-00542,1,,
P1983,Person,Dan Conover,Dan Conover,"Newspaper man, entrepreneur",None,6,RECORD-00542,1,,
P1984,Person,David Eaves,David Eaves,Writer,None,6,RECORD-00542,1,,
P1985,Person,Mark Morford,Mark Morford,Columnist,SFGate.com,6,RECORD-00542,1,,
P1986,Person,Allan Mutter,Allan Mutter,"Former newspaper journalist, tech entrepreneur",None,6,RECORD-00542,1,,
P1987,Person,Jack Rosenthal,Jack Rosenthal,Journalist,The New York Times,8,RECORD-00543,1,,
P1988,Person,Linda Wertheimer,Linda Wertheimer,Journalist,NPR,7,RECORD-00543,1,,
P1989,Person,Lee Atwater,Lee Atwater,Political Strategist,Reagan Campaign,7,RECORD-00543,1,,
P1990,Person,Lyn Nofziger,Lyn Nofziger,Senior Advisor,Reagan Campaign,6,RECORD-00543,1,,
P1991,Person,Jim Baker,Jim Baker,Chief of Staff,Reagan White House,6,RECORD-00543,1,,
P1992,Person,Deborah Potter,Deborah Potter,Journalist,"The Christian Science Monitor, CNN, CBS",6,RECORD-00543,1,,
P1993,Person,Dayton Duncan,Dayton Duncan,Campaign Manager,Mondale Campaign,5,RECORD-00543,1,,
P1994,Person,Jill Lawrence,Jill Lawrence,Reporter,USA Today,5,RECORD-00543,1,,
P1995,Person,Karen Schneider,Karen Schneider,Free Range Librarian,,5,RECORD-00544,1,,
P1996,Person,Luke Rosenberger,Luke Rosenberger,,,5,RECORD-00544,1,,
P1997,Person,Rick Edmonds,Rick Edmonds,,,5,RECORD-00544,1,,
P1998,Person,Bob Dole,Bob Dole,Former U.S. Senator,Republican Party,4,RECORD-00545,1,,
P1999,Person,Brett Rogers,Brett Rogers,Blogger,None,3,RECORD-00545,1,,
P2000,Person,Stephen F. Hayes,Stephen F. Hayes,Writer,Weekly Standard,3,RECORD-00545,1,,
P2001,Person,Daniel Henninger,Daniel Henninger,Writer,Opinion Journal,3,RECORD-00545,1,,
P2002,Person,Evan Thomas,Evan Thomas,Journalist,None,3,RECORD-00545,1,,
P2003,Person,Vincent Fiore,Vincent Fiore,Writer,ChronWatch,3,RECORD-00545,1,,
P2004,Person,Swede Hanson,Swede Hanson,Writer,SMU Daily Campus,3,RECORD-00545,1,,
P2005,Person,Michael Moore,Michael Moore,Filmmaker,None,2,RECORD-00545,1,,
P2006,Person,Ralph Peters,Ralph Peters,Writer,New York Post,3,RECORD-00545,1,,
P2007,Person,Bob Rayner,Bob Rayner,Writer,Richmond Times Dispatch,3,RECORD-00545,1,,
P2008,Person,Gordon Sawyer,Gordon Sawyer,Writer,Access North Georgia,3,RECORD-00545,1,,
P2009,Person,John McIntyre,John McIntyre,Writer,Real Clear Politics,3,RECORD-00545,1,,
P2010,Person,Joel Johannesen,Joel Johannesen,Writer,ConservativeGroundswell.com,3,RECORD-00545,1,,
P2011,Person,Av Westin,Av Westin,Former ABC news executive,National Television Academy,5,RECORD-00546,1,,
P2012,Person,Murdoch,Murdoch,Publisher,,5,RECORD-00546,1,,
P2013,Person,Richard Benedetto,Richard Benedetto,Reporter,Gannett News,6,RECORD-00548,1,,
P2014,Person,Brian Faler,Brian Faler,Reporter,The Washington Post,5,RECORD-00548,1,,
P2015,Person,Rick Lyman,Rick Lyman,Reporter,The New York Times,5,RECORD-00548,1,,
P2016,Person,James Baker,James Baker,"Politician, Pragmatist",None,5,RECORD-00549,1,,
P2017,Person,John DiIulio,John DiIulio,Director of the White House Office of Faith-Based and Community Initiatives,George W. Bush Administration,5,RECORD-00549,1,,
P2018,Person,Amy Goldstein,Amy Goldstein,Journalist,The Washington Post,5,RECORD-00551,1,,
P2019,Person,Carol D. Leonnig,Carol D. Leonnig,Journalist,The Washington Post,5,RECORD-00551,1,,
P2020,Person,Christy Hardin Smith,Christy Hardin Smith,Blogger,Firedoglake,7,RECORD-00551,1,,
P2021,Person,Jeralyn Merritt,Jeralyn Merritt,Blogger,,4,RECORD-00551,1,,
P2022,Person,Scott Shane,Scott Shane,Journalist,The New York Times,5,RECORD-00551,1,,
P2023,Person,Markos Moulitsas Zuniga,Markos Moulitsas Zuniga,Blogger,Daily Kos,4,RECORD-00551,1,,
P2024,Person,Jeff Lomonaco,Jeff Lomonaco,Journalist,Tapped,3,RECORD-00551,1,,
P2025,Person,ValleyGirl,ValleyGirl,Blogger,Firedoglake community,3,RECORD-00551,1,,
P2026,Person,Pachacutec,Pachacutec,Blogger,Firedoglake,3,RECORD-00551,1,,
P2027,Person,Mark Obbie,Mark Obbie,Journalist,"Lawbeat, Syracuse University J-school",4,RECORD-00551,1,,
P2028,Person,Gerald M. Boyd,Gerald M. Boyd,Managing Editor,The New York Times,5,RECORD-00552,1,,
P2029,Person,Craig Whitney,Craig Whitney,Future Standards Editor,The New York Times,3,RECORD-00552,1,,
P2030,Person,Johnny Carson,Johnny Carson,Entertainer,None,2,RECORD-00553,1,,
P2031,Person,Richard Ben Cramer,Richard Ben Cramer,Writer,None,2,RECORD-00553,1,,
P2032,Person,Robert Boynton,Robert Boynton,Professor,NYU,2,RECORD-00553,1,,
P2033,Person,John F. Kennedy,John F. Kennedy,President,None,3,RECORD-00553,1,,
P2034,Person,Margo Hammond,Margo Hammond,Journalist,Poynter,2,RECORD-00553,1,,
P2035,Person,Michiko Kakutani,Michiko Kakutani,Book Critic,The New York Times,2,RECORD-00553,1,,
P2036,Person,Emile Griffith,Emile Griffith,Boxer,None,2,RECORD-00553,1,,
P2037,Person,Benny Paret,Benny Paret,Boxer,None,2,RECORD-00553,1,,
P2038,Person,John Buffalo Mailer,John Buffalo Mailer,Writer,None,2,RECORD-00553,1,,
P2039,Person,Christopher Graff,Christopher Graff,Chief Correspondent,The Associated Press,2,RECORD-00553,1,,
P2040,Person,Bert McCord,Bert McCord,Drama Critic,The New York Herald Tribune,2,RECORD-00553,1,,
P2041,Person,Anna Haynes,Anna Haynes,Contributor,Assignment Zero,8,RECORD-00554,1,,
P2042,Person,Senator Kennedy,Senator Kennedy,,,5,RECORD-00554,1,,
P2043,Person,Markos,Markos,Owner,Daily Kos,7,RECORD-00554,1,,
P2044,Person,Gonzales,Gonzales,,,5,RECORD-00554,1,,
P2045,Person,Louise Slaughter,Louise Slaughter,,,6,RECORD-00554,1,,
P2046,Person,Brian Keeler,Brian Keeler,,,5,RECORD-00554,1,,
P2047,Person,"Rich Heidorn, Jr.","Rich Heidorn, Jr.",Founder,"Tree House Media Project, formerly Philadelphia Inquirer",8,RECORD-00555,1,,
P2048,Person,Jessica DaSilva,Jessica DaSilva,Intern,Tampa Tribune,8,RECORD-00555,1,,
P2049,Person,Janet Coats,Janet Coats,Editor,Tampa Tribune,7,RECORD-00555,1,,
P2050,Person,Colin Mulvanys,Colin Mulvanys,Multimedia Editor,Spokane Newspaper,5,RECORD-00555,1,,
P2051,Person,Bob Sipchen,Bob Sipchen,Worked in Opinion Section,Los Angeles Times,4,RECORD-00555,1,,
P2052,Person,Jim Buckmaster,Jim Buckmaster,CEO,Craigslist,4,RECORD-00556,1,,
P2053,Person,Jules Witcover,Jules Witcover,Journalist,Baltimore Sun,5,RECORD-00557,1,,
P2054,Person,Tom Wolfe,Tom Wolfe,"Journalist, Author",None,5,RECORD-00557,1,,
P2055,Person,Byron LaMasters,Byron LaMasters,,None,2,RECORD-00557,1,,
P2056,Person,Gina Cooper,Gina Cooper,Organizer of Yearly Kos,Yearly Kos,10,RECORD-00558,1,,
P2057,Person,Jose Antonio Vargas,Jose Antonio Vargas,Journalist,The Washington Post,7,RECORD-00558,1,,
P2058,Person,Christopher Lasch,Christopher Lasch,Social Critic and Historian,,7,RECORD-00558,1,,
P2059,Person,Joan McCarter,Joan McCarter,Contributor/Diariest,Daily Kos,7,RECORD-00558,1,,
P2060,Person,Jim Lindgren,Jim Lindgren,,Volokh Conspiracy,5,RECORD-00559,1,,
P2061,Person,Lee Pitts,Lee Pitts,Reporter,Chattanooga Times Free Press,5,RECORD-00559,1,,
P2062,Person,Joseph C. Wilson,Joseph C. Wilson,Diplomat,None,8,RECORD-00560,1,,
P2063,Person,Dan Rottenberg,Dan Rottenberg,Writer,Broad Street Review,6,RECORD-00563,1,,
P2064,Person,Jonathan Neumann,Jonathan Neumann,Former editor,The Inquirer,5,RECORD-00563,1,,
P2065,Person,Nelson Poynter,Nelson Poynter,,,4,RECORD-00563,1,,
P2066,Person,Joe DiStefano,Joe DiStefano,Reporter,The Inquirer,4,RECORD-00563,1,,
P2067,Person,Mark Chesen,Mark Chesen,President,SSG Capital Advisors L.P.,3,RECORD-00563,1,,
P2068,Person,Seth Lehr,Seth Lehr,Partner,LLR Partners Inc.,3,RECORD-00563,1,,
P2069,Person,Anne Gordon,Anne Gordon,Managing Editor,The Inquirer,4,RECORD-00563,1,,
P2070,Person,Andy Barnes,Andy Barnes,Publisher,St. Petersburg Times,4,RECORD-00563,1,,
P2071,Person,Steve Volk,Steve Volk,,,3,RECORD-00563,1,,
P2072,Person,John Schwartz,John Schwartz,Journalist,The New York Times,6,RECORD-00564,1,,
P2073,Person,Mitch Kapor,Mitch Kapor,Entrepreneur,Tech Industry,4,RECORD-00564,1,,
P2074,Person,Jon Lowder,Jon Lowder,Blogger,Winston-Salem,6,RECORD-00564,1,,
P2075,Person,David Steven,David Steven,Blogger,,4,RECORD-00564,1,,
P2076,Person,Cory Bergman,Cory Bergman,Blogger,Lost Remote,4,RECORD-00566,1,,
P2077,Person,Michele McLellan,Michele McLellan,Journalism researcher,ex-Oregonian,7,RECORD-00567,1,,
P2078,Person,Toni Antonellis,Toni Antonellis,Organizational culture expert,,6,RECORD-00567,1,,
P2079,Person,Mike Jenner,Mike Jenner,Executive editor,Bakersfield Californian,7,RECORD-00567,1,,
P2080,Person,John Smalley,John Smalley,Editor,La Crosse (Wis.) Tribune,6,RECORD-00567,1,,
P2081,Person,Melanie Sill,Melanie Sill,Executive editor,The News & Observer,6,RECORD-00567,1,,
P2082,Person,Julia Wallace,Julia Wallace,Editor,Atlanta Journal-Constitution,6,RECORD-00567,1,,
P2083,Person,Bob Zaltsberg,Bob Zaltsberg,Staff,Herald-Times,6,RECORD-00567,1,,
P2084,Person,Robert Jay Lifton,Robert Jay Lifton,Co-Author,None,3,RECORD-00568,1,,
P2085,Person,Upton Sinclair,Upton Sinclair,Socialist Politician,None,4,RECORD-00568,1,,
P2086,Person,Helen Gahagan Douglas,Helen Gahagan Douglas,Politician,None,4,RECORD-00568,1,,
P2087,Person,John Caroll,John Caroll,Editor,Los Angeles Times,8,RECORD-00568,1,,
P2088,Person,Michael Dukakis,Michael Dukakis,Politician,None,3,RECORD-00568,1,,
P2089,Person,Mark Whitaker,Mark Whitaker,Editor,Newsweek,9,RECORD-00569,1,,
P2090,Person,John Barry,John Barry,National Security Correspondent,Newsweek,4,RECORD-00569,1,,
P2091,Person,La Shawn Barber,La Shawn Barber,Blogger,,2,RECORD-00569,1,,
P2092,Person,Danny Schechter,Danny Schechter,"Journalist, Filmmaker",MediaChannel,7,RECORD-00570,1,,
P2093,Person,Christopher Dodd,Christopher Dodd,Senator,Unspecified,5,RECORD-00570,1,,
P2094,Person,Rony Albovitz,Rony Albovitz,Blogger,World Economic Forum,6,RECORD-00570,1,,
P2095,Person,Joshua Marshall,Joshua Marshall,Journalist,,6,RECORD-00571,1,,
P2096,Person,John Conyers,John Conyers,Politician,,5,RECORD-00571,1,,
P2097,Person,Jefferson Morley,Jefferson Morley,Journalist,Washington Post,5,RECORD-00571,1,,
P2098,Person,Kate Parry,Kate Parry,Reader representative,Star-Tribune,4,RECORD-00571,1,,
P2099,Person,Dennis McGrath,Dennis McGrath,Nation & world editor,Star-Tribune,4,RECORD-00571,1,,
P2100,Person,Sharon Schmickle,Sharon Schmickle,Reporter,Star-Tribune,4,RECORD-00571,1,,
P2101,Person,Jim Cox,Jim Cox,Senior assignment editor for foreign news,USA Today,4,RECORD-00571,1,,
P2102,Person,Deborah Seward,Deborah Seward,International editor,Associated Press,4,RECORD-00571,1,,
P2103,Person,Mark Danner,Mark Danner,Writer,New York Review of Books,5,RECORD-00571,1,,
P2104,Person,Michael Smith,Michael Smith,Journalist,Times of London,6,RECORD-00571,1,,
P2105,Person,Jerry Killian,Jerry Killian,Military Officer,,3,RECORD-00571,1,,
P2106,Person,Bob Fesmire,Bob Fesmire,Website Operator,downingstreetmemo.com,3,RECORD-00571,1,,
P2107,Person,Jon Lebkowsky,Jon Lebkowsky,Editor,O’Reilly Books,4,RECORD-00573,1,,
P2108,Person,Tim Dunlop,Tim Dunlop,,,4,RECORD-00573,1,,
P2109,Person,Tabitha Soren,Tabitha Soren,Journalist,MTV,4,RECORD-00574,1,,
P2110,Person,Octavio Paz,Octavio Paz,Poet,Mexico,6,RECORD-00574,1,,
P2111,Person,Chris Hanson,Chris Hanson,Journalism Professor,None,4,RECORD-00575,1,,
P2112,Person,Jim O’Sullivan,Jim O’Sullivan,Blogger,None,3,RECORD-00575,1,,
P2113,Person,Sylvie,Sylvie,"Fifth Grader, Blogger",N/A,5,RECORD-00576,1,,
P2114,Person,Julia Jarvis,Julia Jarvis,"Fifth Grader, Blogger",N/A,4,RECORD-00576,1,,
P2115,Person,Luigi Montanez,Luigi Montanez,Writer,Tech President,3,RECORD-00576,1,,
P2116,Person,Adrian Monck,Adrian Monck,N/A,N/A,3,RECORD-00576,1,,
P2117,Person,Bill Kinnon,Bill Kinnon,Blogger,N/A,3,RECORD-00576,1,,
P2118,Person,Jürgen Habermas,Jürgen Habermas,,,7,RECORD-00577,1,,
P2119,Person,Tom Goldstein,Tom Goldstein,Dean of the Graduate School of Journalism,Columbia University,2,RECORD-00577,1,,
P2120,Person,Alan Brinkley,Alan Brinkley,Provost,Columbia University,6,RECORD-00578,1,,
P2121,Person,Camille Paglia,Camille Paglia,"Academic, Social Critic",None,4,RECORD-00580,1,,
P2122,Person,George Moles,George Moles,Host of This Week,None,4,RECORD-00581,1,,
P2123,Person,Jimmy Carter,Jimmy Carter,Former President of the United States,None,3,RECORD-00581,1,,
P2124,Person,Adam Ragusea,Adam Ragusea,"Journalist, Podcast Host","Current, Mercer University",8,RECORD-00583,1,,
P2125,Person,Mike Janssen,Mike Janssen,Supervising Producer,Current,4,RECORD-00583,1,,
P2126,Person,Rachel Martin,Rachel Martin,Journalist,NPR,4,RECORD-00583,1,,
P2127,Person,Rob Jesmer,Rob Jesmer,Republican Strategist,None,4,RECORD-00583,1,,
P2128,Person,Christopher Simpson,Christopher Simpson,,None,5,RECORD-00583,1,,
P2129,Person,Lisa Simeone,Lisa Simeone,,None,4,RECORD-00583,1,,
P2130,Person,Jim Zarroli,Jim Zarroli,Business Reporter,NPR,6,RECORD-00583,1,,
P2131,Person,Taylor Owen,Taylor Owen,Media Scholar,Unknown (Leads a lab studying online spaces),8,RECORD-00584,1,,
P2132,Person,Joe Rogan,Joe Rogan,Influencer,Unknown,3,RECORD-00584,1,,
P2133,Person,Nancy Gibbs,Nancy Gibbs,Shorenstein Center Director and Edward R. Murrow Professor,Harvard Kennedy School,8,RECORD-00588,1,,
P2134,Person,Timothy Snyder,Timothy Snyder,Yale Historian,Yale University,5,RECORD-00588,1,,
P2135,Person,Nicholas Johnson,Nicholas Johnson,former FCC commissioner,FCC,8,RECORD-00590,1,,
P2136,Person,Wesley Lowery,Wesley Lowery,Reporter,The Washington Post,5,RECORD-00591,1,,
P2137,Person,Felicia Sonmez,Felicia Sonmez,Reporter,The Washington Post,5,RECORD-00591,1,,
P2138,Person,Terry Moran,Terry Moran,Journalist,ABC News,9,RECORD-00591,1,,
P2139,Person,Stephen Miller,Stephen Miller,White House Official,Donald Trump Administration,6,RECORD-00591,1,,
P2140,Person,George Stephanopoulos,George Stephanopoulos,Journalist,ABC News,5,RECORD-00591,1,,
P2141,Person,E. Jean Carroll,E. Jean Carroll,,None,4,RECORD-00591,1,,
P2142,Person,Tom Jones,Tom Jones,Media Columnist,Poynter,5,RECORD-00591,1,,
P2143,Person,Isabella Simonetti,Isabella Simonetti,,The Wall Street Journal,4,RECORD-00591,1,,
P2144,Person,Katherine Blunt,Katherine Blunt,,The Wall Street Journal,4,RECORD-00591,1,,
P2145,Person,Nicholas Thompson,Nicholas Thompson,Chief Executive,The Atlantic,5,RECORD-00591,1,,
P2146,Person,Howard Ziff,Howard Ziff,,None,5,RECORD-00591,1,,
P2147,Person,Paul LeBlanc,Paul LeBlanc,Former President,Southern New Hampshire University,8,RECORD-00592,1,,
P2148,Person,Isaac Kamola,Isaac Kamola,Professor of Political Science,Trinity College,7,RECORD-00592,1,,
P2149,Person,Paul Novosad,Paul Novosad,Economics Professor,Dartmouth College,6,RECORD-00592,1,,
P2150,Person,Josh Shepperd,Josh Shepperd,Media Studies Professor,University of Colorado at Boulder,6,RECORD-00592,1,,
P2151,Person,James Bisbee,James Bisbee,Political Science Professor,Vanderbilt University,5,RECORD-00592,1,,
P2152,Person,Neil Budde,Neil Budde,,Yahoo,4,RECORD-00593,1,,
P2153,Person,Jennifer Mercieca,Jennifer Mercieca,Historian of political rhetoric,Texas A&M University,6,RECORD-00594,1,,
P2154,Person,Victor Pickard,Victor Pickard,Media studies professor,University of Pennsylvania,5,RECORD-00594,1,,
P2155,Person,Parker Molloy,Parker Molloy,Media critic,None,5,RECORD-00594,1,,
P2156,Person,Dean Baker,Dean Baker,Media critic,Center for Economic and Policy Research,5,RECORD-00594,1,,
P2157,Person,Hamilton Nolan,Hamilton Nolan,Labor reporter,In These Times,4,RECORD-00594,1,,
P2158,Person,Joanne Lipman,Joanne Lipman,Former chief content officer,Gannett,5,RECORD-00594,1,,
P2159,Person,Heather Cox Richardson,Heather Cox Richardson,History professor,None,5,RECORD-00594,1,,
P2160,Person,Sewell Chan,Sewell Chan,Editor,Texas Tribune,5,RECORD-00594,1,,
P2161,Person,Trevor Noah,Trevor Noah,Host,The Daily Show,8,RECORD-00595,1,,
P2162,Person,Baratunde Thurston,Baratunde Thurston,Former Producer,The Daily Show,5,RECORD-00595,1,,
P2163,Person,Anthony De Rosa,Anthony De Rosa,Daily Show Staff,The Daily Show,5,RECORD-00595,1,,
P2164,Person,Bill Adair,Bill Adair,,,4,RECORD-00595,1,,
P2165,Person,Sharron Angle,Sharron Angle,,None,2,RECORD-00597,1,,
P2166,Person,Joshua Bolten,Joshua Bolten,White House Chief of Staff,White House,4,RECORD-00599,1,,
P2167,Person,Jonathan Rauch,Jonathan Rauch,"Author, Brookings Institution",Brookings Institution,6,RECORD-00601,1,,
P2168,Person,Julia Angwin,Julia Angwin,Technology Journalist,None,8,RECORD-00603,1,,
P2169,Person,Rachel Lobdell,Rachel Lobdell,Executive Director,News Creator Corps,8,RECORD-00603,1,,
P2170,Person,Major Garrett,Major Garrett,Chief White House Correspondent,CBS News,5,RECORD-00604,1,,
P2171,Person,Alexandra Ellerbeck,Alexandra Ellerbeck,North America program coordinator,Committee to Protect Journalists,5,RECORD-00604,1,,
P2172,Person,Joel Simon,Joel Simon,Executive director,Committee to Protect Journalists,5,RECORD-00604,1,,
P2173,Person,Kent Jones,Kent Jones,Host,Mother Jones,9,RECORD-00605,1,,
P2174,Person,Geraldo M. Capri,Geraldo M. Capri,Harvard Professor and Immigration Expert,Harvard University,8,RECORD-00605,1,,
P2175,Person,Anna Nicole Smith,Anna Nicole Smith,"Doctor, Expert in Prescription Drug Abuse",None,7,RECORD-00605,1,,
P2176,Person,Robert L. Park,Robert L. Park,Professor of Physics,University of Maryland,4,RECORD-00606,1,,
P2177,Person,Maxwell T. Boykoff,Maxwell T. Boykoff,Media Scholar,None,5,RECORD-00606,1,,
P2178,Person,Jules M. Boykoff,Jules M. Boykoff,Media Scholar,None,5,RECORD-00606,1,,
P2179,Person,Steve Inskeep,Steve Inskeep,Journalist,NPR,3,RECORD-00609,1,,
P2180,Person,Jean Baudrillard,Jean Baudrillard,French Theorist,,5,RECORD-00610,1,,
P2181,Person,Joy Behar,Joy Behar,Co-host,The View,9,RECORD-00612,1,,
P2182,Person,Alyssa Farah Griffin,Alyssa Farah Griffin,Co-host,The View,8,RECORD-00612,1,,
P2214,Person,Paul DiMaggio and Walter Powell,paul dimaggio and walter powell,Sociologists,,7,RECORD-00097,1,,Created during relationship repair on 2026-01-06
W0001,Work,Over There: From the Bronx to Baghdad,Over There: From the Bronx to Baghdad,,,7,RECORD-00004,2,,
W0003,Work,Bush Secretly Lifted Some Limits on Spying in U.S.,Bush Secretly Lifted Some Limits on Spying in U.S.,,,8,RECORD-00005,1,,
W0004,Work,USA Patriot Act,USA Patriot Act,,,6,RECORD-00005,1,,
W0005,Work,State of War: The Secret History of the CIA and the Bush Administration,State of War: The Secret History of the CIA and the Bush Administration,,,6,RECORD-00005,1,,
W0006,Work,Preserving Our Readers’ Trust: A Report to the Executive Editor,Preserving Our Readers’ Trust: A Report to the Executive Editor,,,5,RECORD-00005,1,,
W0007,Work,Reporter’s Essay,Reporter’s Essay,,,5,RECORD-00005,1,,
W0008,Work,Does the New York Times Have a Learning Disability?,Does the New York Times Have a Learning Disability?,,,4,RECORD-00005,1,,
W0009,Work,Reading Lolita in Tehran,Reading Lolita in Tehran,Book,,5,RECORD-00006,1,,
W0010,Work,Obama’s youthful drug use,Obama’s youthful drug use,,,6,RECORD-00019,1,,
W0011,Work,Hillary’s marriage as Topic A among prominent Democrats,Hillary’s marriage as Topic A among prominent Democrats,,,6,RECORD-00019,1,,
W0012,Work,McCain’s friendship with a lobbyist,McCain’s friendship with a lobbyist,,,6,RECORD-00019,1,,
W0013,Work,"We Scream, We Swoon. How Dumb Can We Get?","We Scream, We Swoon. How Dumb Can We Get?",,,9,RECORD-00019,1,,
W0014,Work,The Fact Checker,The Fact Checker,,,7,RECORD-00019,1,,
W0015,Work,Thomas Nagel book (1986),Thomas Nagel book (1986),,None,3,RECORD-00020,1,,
W0017,Work,why the 2020s could be as dangerous as the 1850s,why the 2020s could be as dangerous as the 1850s,,,7,RECORD-00023,1,,
W0019,Work,Build Back Better Act,Build Back Better Act,,,9,RECORD-00028,1,,
W0020,Work,Why Political Coverage is Broken,Why Political Coverage is Broken,,,7,RECORD-00029,2,,
W0021,Work,It’s Even Worse Than It Looks,It’s Even Worse Than It Looks,,,7,RECORD-00029,1,,
W0022,Work,Google Documents,Google Documents,,,5,RECORD-00030,1,,
W0023,Work,Survey Monkey,Survey Monkey,,,5,RECORD-00030,1,,
W0024,Work,Two Paths Forward for the American Press,Two Paths Forward for the American Press,,,8,RECORD-00031,1,,
W0025,Work,Journal of Communication,Journal of Communication,,,5,RECORD-00034,1,,
W0027,Work,Trump in the Media,Trump in the Media,,,8,RECORD-00035,1,,
W0028,Work,State of War,State of War,,,7,RECORD-00037,1,,
W0029,Work,What Are Journalists For?,What Are Journalists For?,,,8,RECORD-00038,13,,
W0030,Work,Public Journalism: Theory and Practice,Public Journalism: Theory and Practice,,,6,RECORD-00038,1,,
W0031,Work,See How They Run,See How They Run,,,5,RECORD-00043,5,,
W0032,Work,Deciding What's News,Deciding What's News,,,3,RECORD-00043,2,,
W0033,Work,Making News,Making News,,,3,RECORD-00043,1,,
W0034,Work,Amusing Ourselves to Death,Amusing Ourselves to Death,,,7,RECORD-00045,3,,
W0036,Work,Off the Bus,Off the Bus,,,7,RECORD-00045,1,,
W0037,Work,The Coming Battle for the Media,The Coming Battle for the Media,,,4,RECORD-00046,1,,
W0038,Work,The Power Game: How Washington Works,The Power Game: How Washington Works,,,5,RECORD-00047,1,,
W0039,Work,"Column dated November 6, 2020","Column dated November 6, 2020",,,6,RECORD-00048,1,,
W0040,Work,Battleship Newspaper,Battleship Newspaper,,,6,RECORD-00050,1,,
W0041,Work,Platformer,Platformer,,,7,RECORD-00051,1,,
W0042,Work,The View from Somewhere: Undoing the Myth of Journalistic Objectivity,The View from Somewhere: Undoing the Myth of Journalistic Objectivity,,,3,RECORD-00051,1,,
