relationship_id,source_record_id,source_entity_id,source_entity_name,relationship_type,target_entity_id,target_entity_name,context_snippet,confidence_score,extracted_date
RECORD-00559_REL_018,RECORD-00559,P0128,Dan Gillmor,Affiliated With,O0074,San Jose Mercury News,Dan Gillmor is leaving the San Jose Mercury News ,0.9,2025-10-28
RECORD-00560_REL_001,RECORD-00560,P1209,Robert Novak,Affiliated With,O0541,Chicago Sun-Times,Novak's colleague at the Chicago Sun-Times,0.9,2025-10-28
RECORD-00560_REL_002,RECORD-00560,P0854,Judy Miller,Affiliated With,O0002,The New York Times,New York Times reporter Judith Miller,0.9,2025-10-28
RECORD-00560_REL_003,RECORD-00560,P1209,Robert Novak,Discusses,P1293,Valerie Plame,Novak first revealed Plame as an agent of the CIA,0.8,2025-10-28
RECORD-00560_REL_004,RECORD-00560,P1209,Robert Novak,Discusses,P2062,Joseph C. Wilson,I asked why Wilson was assigned the mission to Niger,0.8,2025-10-28
RECORD-00560_REL_005,RECORD-00560,P1209,Robert Novak,Published In,O0541,Chicago Sun-Times,Why in the world is New York Times reporter Judith Miller headed to jail next week while my Sun-Times colleague Robert Novak is not?,0.7,2025-10-28
RECORD-00560_REL_006,RECORD-00560,P1209,Robert Novak,Affiliated With,O0015,CNN,walked off the set of CNN’s “Inside Politics,0.7,2025-10-28
RECORD-00560_REL_007,RECORD-00560,P0005,Jay Rosen,Criticizes,P1209,Robert Novak,Jay Rosen recently called for the rather poetic punishment of a profession-wide public shaming of the alleged administration toady,0.8,2025-10-28
RECORD-00560_REL_008,RECORD-00560,P0600,Walter Pincus,Affiliated With,O0023,The Washington Post,Walter Pincus of the Washington Post posted this recollection,0.9,2025-10-28
RECORD-00560_REL_009,RECORD-00560,P1147,Ed Henry,Affiliated With,O0015,CNN,"Bob Novak with host Ed Henry, CNN’s Inside Politics",0.9,2025-10-28
RECORD-00560_REL_010,RECORD-00560,P0030,Bill Keller,Affiliated With,O0002,The New York Times,"After the decision yesterday someone asked Bill Keller, top editor of the New York Times",0.9,2025-10-28
RECORD-00562_REL_001,RECORD-00562,P0518,Terry Gross,Affiliated With,O0031,NPR,"Terry Gross, host of NPR's Fresh Air",1.0,2025-10-28
RECORD-00562_REL_002,RECORD-00562,P0518,Terry Gross,Discusses,P0399,Al Franken,Terry Gross interviews Al Franken on Fresh Air.,1.0,2025-10-28
RECORD-00562_REL_003,RECORD-00562,P0518,Terry Gross,Mentions,P0517,Bill O'Reilly,"In tangling with the complicated likes of Bill O’Reilly, all openness helps.",0.8,2025-10-28
RECORD-00562_REL_004,RECORD-00562,P0518,Terry Gross,Mentions,P0014,George W. Bush,the portion of the nation that doesn’t support George Bush.,0.8,2025-10-28
RECORD-00562_REL_005,RECORD-00562,P0518,Terry Gross,Discusses,W0109,Fresh Air,"Terry Gross, host of NPR's Fresh Air",1.0,2025-10-28
RECORD-00562_REL_006,RECORD-00562,P0399,Al Franken,Mentions,W0109,Fresh Air,Terry Gross interviews Al Franken on Fresh Air.,1.0,2025-10-28
RECORD-00563_REL_001,RECORD-00563,O1174,The Inquirer,Affiliated With,L0011,Philadelphia,The Inquirer is based in Philadelphia.,0.9,2025-10-28
RECORD-00563_REL_002,RECORD-00563,O0956,Daily News,Affiliated With,L0011,Philadelphia,The Daily News is based in Philadelphia.,0.9,2025-10-28
RECORD-00563_REL_003,RECORD-00563,P0807,Brian Tierney,Affiliated With,O1174,The Inquirer,Brian Tierney is the new boss of the Inquirer.,0.9,2025-10-28
RECORD-00563_REL_004,RECORD-00563,P0807,Brian Tierney,Affiliated With,O0956,Daily News,Brian Tierney is the new boss of the Daily News.,0.9,2025-10-28
RECORD-00563_REL_005,RECORD-00563,P2064,Jonathan Neumann,Criticizes,P0807,Brian Tierney,"“I think it’s a sad day that someone I’ve always considered an enemy of the First Amendment and an enemy of the Constitution now owns those newspapers,” Neumann said.",0.9,2025-10-28
RECORD-00563_REL_006,RECORD-00563,P2063,Dan Rottenberg,Criticizes,O1174,The Inquirer,“Excuse me while I splash cold water on the orgy of wishful thinking currently engulfing the Inquirer and Daily News.”,0.8,2025-10-28
RECORD-00563_REL_007,RECORD-00563,P2063,Dan Rottenberg,Criticizes,O0956,Daily News,“Excuse me while I splash cold water on the orgy of wishful thinking currently engulfing the Inquirer and Daily News.”,0.8,2025-10-28
RECORD-00563_REL_008,RECORD-00563,P0810,Amanda Bennett,Affiliated With,O1174,The Inquirer,Amanda Bennett is the editor of The Inquirer.,0.9,2025-10-28
RECORD-00563_REL_009,RECORD-00563,P0969,Philip Meyer,Discusses,O1174,The Inquirer,"Meyer, who teaches at the University of North Carolina, is to me the great sage on the subject of the metropolitan newspaper’s fate. He used to work for Knight Ridder and he’s followed the situation i",0.7,2025-10-28
RECORD-00563_REL_010,RECORD-00563,P0969,Philip Meyer,Discusses,O0956,Daily News,"Meyer, who teaches at the University of North Carolina, is to me the great sage on the subject of the metropolitan newspaper’s fate. He used to work for Knight Ridder and he’s followed the situation i",0.7,2025-10-28
RECORD-00563_REL_011,RECORD-00563,P0969,Philip Meyer,Affiliated With,O0209,Knight Ridder,"Meyer, who teaches at the University of North Carolina, is to me the great sage on the subject of the metropolitan newspaper’s fate. He used to work for Knight Ridder and he’s followed the situation i",0.7,2025-10-28
RECORD-00563_REL_012,RECORD-00563,P0969,Philip Meyer,Cites,W0267,The Vanishing Newspaper,"Needing further insight into what happened in Philadelphia, I tracked down professor Philip Meyer, who wrote The Vanishing Newspaper, a study of the economic predicament newspaper journalism has been ",0.9,2025-10-28
RECORD-00563_REL_013,RECORD-00563,P1555,Katherine Graham,Affiliated With,O1174,The Inquirer,Katherine Graham owned The Inquirer before Knight-Ridder.,0.7,2025-10-28
RECORD-00563_REL_014,RECORD-00563,W0630,Brian Tierney Makes a Pledge,Mentions,P0807,Brian Tierney,Steve Volk captures a good chunk of it in Brian Tierney Makes a Pledge.,0.7,2025-10-28
RECORD-00564_REL_001,RECORD-00564,P0005,Jay Rosen,Discusses,C0015,Journalism,"The essay discusses journalism, its evolution, and its relationship with blogging and citizen media.",0.9,2025-10-28
RECORD-00564_REL_002,RECORD-00564,P2072,John Schwartz,Affiliated With,O0002,The New York Times,Journalist John Schwartz of the New York Times,1.0,2025-10-28
RECORD-00564_REL_003,RECORD-00564,O0002,The New York Times,Mentions,E0207,tsunami disaster,John Schwartz of the New York Times mentions 'vivid reporting from the enormous zone of tsunami disaster',0.8,2025-10-28
RECORD-00564_REL_004,RECORD-00564,P0128,Dan Gillmor,Affiliated With,O0074,San Jose Mercury News,Dan Gillmor quit the San Jose Mercury News,1.0,2025-10-28
RECORD-00564_REL_005,RECORD-00564,P0128,Dan Gillmor,Affiliated With,O0497,Knight-Ridder,Dan Gillmor quit Knight-Ridder,1.0,2025-10-28
RECORD-00564_REL_006,RECORD-00564,P0416,John Robinson,Affiliated With,O1179,News & Record in Greensboro,Newspaper editor John Robinson of the News & Record in Greensboro,1.0,2025-10-28
RECORD-00564_REL_007,RECORD-00564,P0440,Geneva Overholser,Affiliated With,O1182,Missouri School of Journalism,Geneva Overholser of the Missouri School of Journalism,1.0,2025-10-28
RECORD-00564_REL_008,RECORD-00564,P0440,Geneva Overholser,Affiliated With,O0328,Des Moines Register,"Geneva Overholser, former editor of the Des Moines Register",1.0,2025-10-28
RECORD-00564_REL_009,RECORD-00564,P0440,Geneva Overholser,Affiliated With,O0023,The Washington Post,"Geneva Overholser, former ombudsman of the Washington Post",1.0,2025-10-28
RECORD-00564_REL_010,RECORD-00564,P0638,Steve Lovelady,Affiliated With,O0375,Philadelphia Inquirer,"Steve Lovelady, a former editor at the Philadelphia Inquirer",1.0,2025-10-28
RECORD-00564_REL_011,RECORD-00564,P0005,Jay Rosen,Discusses,O0393,Winston-Salem Journal,Discusses the Winston-Salem Journal and its lack of a voice,0.9,2025-10-28
RECORD-00564_REL_012,RECORD-00564,P0005,Jay Rosen,Discusses,C0103,Open Source Journalism,Distributed journalism. Open Source journalism. Citizens media. Citizen journalism. We media. Participatory media. Participatory journalism. These are the new names for the discussion that first grew ,0.9,2025-10-28
RECORD-00564_REL_013,RECORD-00564,P1081,Chris Willis,Affiliated With,W0631,We Media,"Chris Willis, co-author of a key report, We Media",1.0,2025-10-28
RECORD-00564_REL_014,RECORD-00564,P0631,Rebecca Blood,Affiliated With,W0632,The Weblog Handbook,"Rebecca Blood, author of the Weblog Handbook",1.0,2025-10-28
RECORD-00564_REL_015,RECORD-00564,P2075,David Steven,Mentions,E0208,2002 World Summit on Sustainable Development,"When a blogger writes up daily accounts of an international conference, as David Steven did at the 2002 World Summit on Sustainable Development, that is journalism.",0.8,2025-10-28
RECORD-00565_REL_001,RECORD-00565,P0579,Doc Searls,Mentions,C0225,Weblogging,Doc Searls said something important in his weblog the other day.,0.9,2025-10-28
RECORD-00565_REL_002,RECORD-00565,P0579,Doc Searls,Discusses,C0226,Traditional Journalism,One is the “cool” approach of traditional journalism,0.8,2025-10-28
RECORD-00565_REL_003,RECORD-00565,P0579,Doc Searls,Discusses,C0227,Talk Radio,One is the “hot” approach of talk radio,0.8,2025-10-28
RECORD-00565_REL_004,RECORD-00565,P0579,Doc Searls,Discusses,O0406,Fox TV,"One is the “hot” approach of talk radio, which has since expanded to ... now Fox TV.",0.8,2025-10-28
RECORD-00565_REL_005,RECORD-00565,C0225,Weblogging,Discusses,C0597,Partisanship,"What we’re doing here may be partisan in many cases, but it is also inconclusive.",0.8,2025-10-28
RECORD-00565_REL_006,RECORD-00565,C0225,Weblogging,Discusses,C0228,Opinion Formation,They favor a style of expression—social scientists call it opinion formation—that is interactive with other weblogs and other things on the Web.,0.8,2025-10-28
RECORD-00565_REL_007,RECORD-00565,C0225,Weblogging,Discusses,C0413,Neutrality,"The cool, neutral, professional style in journalism says: get both sides and decide for yourself. The hotter, more partisan press says: Decide for yourself—which side?—then go get information. The web",0.9,2025-10-28
RECORD-00566_REL_001,RECORD-00566,P0630,Eason Jordan,Affiliated With,O0015,CNN,Eason Jordan was Chief News Executive at CNN,1.0,2025-10-28
RECORD-00566_REL_002,RECORD-00566,P0630,Eason Jordan,Discusses,E0209,World Economic Forum Panel Discussion,Eason Jordan made remarks at the World Economic Forum panel discussion,1.0,2025-10-28
RECORD-00566_REL_003,RECORD-00566,P0630,Eason Jordan,Discusses,L0002,Iraq,remarks regarding the alarming number of journalists killed in Iraq,0.9,2025-10-28
RECORD-00566_REL_004,RECORD-00566,P0005,Jay Rosen,Mentions,P0630,Eason Jordan,Jay Rosen said he didn’t think Jordan had engaged in a firing offense.,0.9,2025-10-28
RECORD-00566_REL_005,RECORD-00566,P0005,Jay Rosen,Discusses,C0441,MSM (Mainstream Media),"attacks on the MSM, or mainstream media",0.8,2025-10-28
RECORD-00566_REL_006,RECORD-00566,P0625,Rebecca MacKinnon,Affiliated With,O0015,CNN,"Rebecca MacKinnon, who once worked for Eason Jordan at CNN",1.0,2025-10-28
RECORD-00566_REL_007,RECORD-00566,P0625,Rebecca MacKinnon,Discusses,E0209,World Economic Forum Panel Discussion,"I think Eason Jordan resigned because he knew that if the Davos tape came out it would make the situation worse, not better.",0.9,2025-10-28
RECORD-00566_REL_008,RECORD-00566,O0028,Los Angeles Times,Mentions,P0630,Eason Jordan,The Los Angeles Times tells readers about Eason Jordan’s resignation,0.9,2025-10-28
RECORD-00566_REL_009,RECORD-00566,O0002,The New York Times,Mentions,P0630,Eason Jordan,From the New York Times account by Jacques Steinberg and Katharine Seelye: “Eason Jordan… resigned abruptly last night,0.9,2025-10-28
RECORD-00566_REL_010,RECORD-00566,P0059,Glenn Reynolds,Mentions,P0630,Eason Jordan,Glenn Reynolds remarks on a telling little error in the Los Angeles Times story [about Eason Jordan],0.8,2025-10-28
RECORD-00566_REL_011,RECORD-00566,P0010,Jeff Jarvis,Mentions,P0630,Eason Jordan,Jeff Jarvis:  If he had been upfront about what he said from the start; if he had demanded that Davos release the tape and transcript; if he had admitted to putting his foot in his mouth and apologize,0.9,2025-10-28
RECORD-00566_REL_012,RECORD-00566,C0599,Citizen Media,Discusses,C0441,MSM (Mainstream Media),Real promoters of citizen media would have to take some distance with those who have fueled and organised the Eason Jordan hatred,0.8,2025-10-28
RECORD-00566_REL_013,RECORD-00566,P0005,Jay Rosen,Discusses,C0598,Blog Swarm,"PressThink, Feb. 10: Whether you agree or not in the case of Jordan’s remarks, suspicion of the blog swarm is not crazy or wrong...",0.9,2025-10-28
RECORD-00567_REL_001,RECORD-00567,P0752,Tim Porter,Affiliated With,O0005,Daypop,Tim Porter of First Draft,1.0,2025-10-28
RECORD-00567_REL_002,RECORD-00567,P2077,Michele McLellan,Affiliated With,O0006,Blogdex,Michele McLellan ex-Oregonian,1.0,2025-10-28
RECORD-00567_REL_003,RECORD-00567,P0752,Tim Porter,Mentions,P2077,Michele McLellan,Tim Porter and Michele McLellan have been on a tour...,1.0,2025-10-28
RECORD-00567_REL_004,RECORD-00567,P0752,Tim Porter,Discusses,C0600,Strategic change,Tim Porter and Michele McLellan have been on a tour...with change or die findings.,0.8,2025-10-28
RECORD-00567_REL_005,RECORD-00567,P2077,Michele McLellan,Discusses,C0600,Strategic change,Tim Porter and Michele McLellan have been on a tour...with change or die findings.,0.8,2025-10-28
RECORD-00567_REL_006,RECORD-00567,P0752,Tim Porter,Discusses,O0195,American newsrooms,Tim Porter and Michele McLellan have been on a tour of American newsrooms,1.0,2025-10-28
RECORD-00567_REL_007,RECORD-00567,P2077,Michele McLellan,Discusses,O0195,American newsrooms,Tim Porter and Michele McLellan have been on a tour of American newsrooms,1.0,2025-10-28
RECORD-00567_REL_008,RECORD-00567,P2077,Michele McLellan,Published In,O0007,Technorati,Michele McLellan (ex-Oregonian),0.7,2025-10-28
RECORD-00567_REL_009,RECORD-00567,P2077,Michele McLellan,Mentions,W0634,"News, Improved: Learning to Change",by Michele McLellan and Tim Porter,1.0,2025-10-28
RECORD-00567_REL_010,RECORD-00567,P0752,Tim Porter,Mentions,W0634,"News, Improved: Learning to Change",by Michele McLellan and Tim Porter,1.0,2025-10-28
RECORD-00567_REL_011,RECORD-00567,W0634,"News, Improved: Learning to Change",Discusses,O0195,American newsrooms,"we wrote News, Improved for.",0.9,2025-10-28
RECORD-00567_REL_012,RECORD-00567,W0634,"News, Improved: Learning to Change",Discusses,C0600,Strategic change,"we wrote News, Improved for.",0.9,2025-10-28
RECORD-00567_REL_013,RECORD-00567,P2079,Mike Jenner,Affiliated With,O0008,The American Prospect,"Mike Jenner, executive editor of the Bakersfield Californian",1.0,2025-10-28
RECORD-00567_REL_014,RECORD-00567,P2080,John Smalley,Affiliated With,O0009,Weblogs in Higher Education,"John Smalley, editor of the La Crosse (Wis.) Tribune",1.0,2025-10-28
RECORD-00567_REL_015,RECORD-00567,P2081,Melanie Sill,Affiliated With,O0010,Online Journalism Review,"Melanie Sill, executive editor of The News & Observer in Raleigh, N.C.",1.0,2025-10-28
RECORD-00567_REL_016,RECORD-00567,P2082,Julia Wallace,Affiliated With,O0011,About.com,"Julia Wallace, editor of the Atlanta Journal-Constitution",1.0,2025-10-28
RECORD-00567_REL_017,RECORD-00567,P2082,Julia Wallace,Discusses,O0260,American Society of Newspaper Editors,"Julia Wallace, editor of the Atlanta Journal-Constitution, told a panel the American Society of Newspaper Editors convention",0.8,2025-10-28
RECORD-00567_REL_018,RECORD-00567,P2083,Bob Zaltsberg,Affiliated With,O0012,Dow Jones,"Bob Zaltsberg, of the Herald-Times in Bloomington, Ind.",1.0,2025-10-28
RECORD-00567_REL_019,RECORD-00567,P2083,Bob Zaltsberg,Discusses,O1184,The Learning Newsroom,"Bob Zaltsberg, of the Herald-Times in Bloomington, Ind., worked with The Learning Newsroom project.",0.8,2025-10-28
RECORD-00568_REL_001,RECORD-00568,P0023,Greg Mitchell,Affiliated With,O0911,Editor and Publisher,Greg Mitchell is Editor and Publisher's editor.,1.0,2025-10-28
RECORD-00568_REL_002,RECORD-00568,O0911,Editor and Publisher,Discusses,C0290,Media Bias,Major trade journal enters the bias battle looking for answers.,0.9,2025-10-28
RECORD-00568_REL_003,RECORD-00568,P0023,Greg Mitchell,Mentions,O0156,Pew Research Center,"“The recent Pew survey raises more questions than it answers,” announced Editor and Publisher’s Greg Mitchell last week",1.0,2025-10-28
RECORD-00568_REL_004,RECORD-00568,O0401,Media Research Center,Mentions,O0156,Pew Research Center,"The Media Research Center, a conservative watchdog group, headlined its summary of the Pew Report this way: “Five Times More Journalists Are Liberal Than Conservative.”",1.0,2025-10-28
RECORD-00568_REL_005,RECORD-00568,P0483,Jeffrey Dvorkin,Affiliated With,O0031,NPR,"Jeffrey Dvorkin, ombudsman for NPR",1.0,2025-10-28
RECORD-00568_REL_006,RECORD-00568,P0483,Jeffrey Dvorkin,Criticizes,O0156,Pew Research Center,Dvorkin actually misstated the results in a column that tried to be critical of the study,0.8,2025-10-28
RECORD-00568_REL_007,RECORD-00568,P0023,Greg Mitchell,Mentions,P2084,Robert Jay Lifton,He also co-wrote with Robert Jay Lifton a book about (and against) capital punishment.,1.0,2025-10-28
RECORD-00568_REL_008,RECORD-00568,P0023,Greg Mitchell,Discusses,P2085,Upton Sinclair,Campaign of the Century (1992) is about Upton Sinclair’s 1934 race for governor of California,0.9,2025-10-28
RECORD-00568_REL_009,RECORD-00568,P0023,Greg Mitchell,Discusses,P0186,Richard Nixon,Six years ago he published a book on Richard Nixon’s 1950 Senate race against Helen Gahagan Douglas,0.9,2025-10-28
RECORD-00568_REL_010,RECORD-00568,P2087,John Caroll,Affiliated With,O0028,Los Angeles Times,"John Caroll, editor of the Los Angeles Times",1.0,2025-10-28
RECORD-00568_REL_011,RECORD-00568,P2087,John Caroll,Criticizes,O0014,Fox News,"Rejecting the charge outright, Carroll points to an “effort to discredit the newspaper” after it published the allegations.",0.8,2025-10-28
RECORD-00568_REL_012,RECORD-00568,P2087,John Caroll,Criticizes,P0385,Roger Ailes,"the netherworld of attack politics that gave us Roger Ailes, the architect of Fox News.",0.7,2025-10-28
RECORD-00568_REL_013,RECORD-00568,P0385,Roger Ailes,Mentions,O0057,The Wall Street Journal,"Ailes, who likes to mix it up with journalists in his public statements, replied in the Wall Street Journal opinion pages, June 2.",1.0,2025-10-28
RECORD-00569_REL_001,RECORD-00569,O0029,Newsweek,Published In,O0029,Newsweek,The Periscope item in the May 9th issue of Newsweek,1.0,2025-10-28
RECORD-00569_REL_002,RECORD-00569,P1090,Michael Isikoff,Affiliated With,O0029,Newsweek,"Michael Isikoff, a veteran investigative reporter, and John Barry, a national security correspondent",1.0,2025-10-28
RECORD-00569_REL_003,RECORD-00569,P2089,Mark Whitaker,Affiliated With,O0029,Newsweek,Newsweek Editor Mark Whitaker explained,1.0,2025-10-28
RECORD-00569_REL_004,RECORD-00569,W0636,Periscope item,Mentions,O1186,U.S. Southern Command,upcoming report by the U.S. Southern Command in Miami,0.8,2025-10-28
RECORD-00569_REL_005,RECORD-00569,P2089,Mark Whitaker,Discusses,C0378,Anonymous Sources,"As Newsweek Editor Mark Whitaker explained, what made this nameless, formless, virtually fact-free item newsworthy was not the “toilet” imagery itself... but the “fact” that for the first time a gover",0.9,2025-10-28
RECORD-00569_REL_006,RECORD-00569,P2089,Mark Whitaker,Criticizes,C0006,Transparency,"On top of that Editor Mark Whitaker does not appear to understand the difference between “take our word for it” journalism, and the “don’t take our word for it, judge for yourself” kind, a shorter ter",0.9,2025-10-28
RECORD-00569_REL_007,RECORD-00569,O0029,Newsweek,Criticizes,O0029,Newsweek,"Newsweek was I think pursuing the wrong goods, and it compounded the problem by settling for a low level of reliability in deciding to make its Periscope item news.",0.9,2025-10-28
RECORD-00569_REL_008,RECORD-00569,P1138,Katharine Seelye,Affiliated With,O0002,The New York Times,From the New York Times account by Katharine Seelye,1.0,2025-10-28
RECORD-00569_REL_009,RECORD-00569,O0451,News & Record,Mentions,C0378,Anonymous Sources,his paper has tighter standards than Newsweek when it comes to anonymous sources.,0.8,2025-10-28
RECORD-00569_REL_010,RECORD-00569,P0059,Glenn Reynolds,Mentions,E0160,Rathergate,Both Jay and I rated this scandal an 8 on a scale where RatherGate was a 10.,0.8,2025-10-28
RECORD-00569_REL_011,RECORD-00569,P0672,Joe Gandelman,Mentions,E0210,Clinton impeachment,Newsweek and Isikoff in the Clinton impeachment struggle,0.8,2025-10-28
RECORD-00570_REL_001,RECORD-00570,P0005,Jay Rosen,Discusses,P0630,Eason Jordan,Jay Rosen tracks the Eason Jordan story closely on PressThink.,0.9,2025-10-28
RECORD-00570_REL_002,RECORD-00570,P0005,Jay Rosen,Affiliated With,W0002,PressThink,PressThink blog is part of the NYU ecosystem,0.8,2025-10-28
RECORD-00570_REL_003,RECORD-00570,P1098,Dan Kennedy,Discusses,P0630,Eason Jordan,Dan Kennedy asks 'Where's the tape?' regarding Eason Jordan's comments.,0.9,2025-10-28
RECORD-00570_REL_004,RECORD-00570,P0005,Jay Rosen,Mentions,P1098,Dan Kennedy,Rosen mentions Kennedy's question about the tape.,0.8,2025-10-28
RECORD-00570_REL_005,RECORD-00570,P0005,Jay Rosen,Mentions,P0952,Robert Cox,Rosen mentions Cox's comment on an email list.,0.8,2025-10-28
RECORD-00570_REL_006,RECORD-00570,P0005,Jay Rosen,Mentions,P0639,Jim Geraghty,Rosen mentions Geraghty's thought on the situation.,0.8,2025-10-28
RECORD-00570_REL_007,RECORD-00570,P0005,Jay Rosen,Discusses,P0406,Hugh Hewitt,Jay Rosen discusses Hugh Hewitt's role in the Eason Jordan story.,0.9,2025-10-28
RECORD-00570_REL_008,RECORD-00570,P0005,Jay Rosen,Mentions,P0452,Jack Shafer,Rosen mentions Shafer's comment about pack journalism.,0.8,2025-10-28
RECORD-00570_REL_009,RECORD-00570,P2092,Danny Schechter,Affiliated With,O0015,CNN,Schechter is a former producer at CNN.,0.8,2025-10-28
RECORD-00570_REL_010,RECORD-00570,P2092,Danny Schechter,Discusses,O0014,Fox News,Schechter discusses Fox News's openness to controversial ideas.,0.9,2025-10-28
RECORD-00570_REL_011,RECORD-00570,P0625,Rebecca MacKinnon,Criticizes,O0015,CNN,Rebecca MacKinnon says CNN turns its back on its own.,0.9,2025-10-28
RECORD-00570_REL_012,RECORD-00570,P0638,Steve Lovelady,Criticizes,P0406,Hugh Hewitt,Lovelady blasts Hugh Hewitt for stirring up a tempest in a teapot.,0.9,2025-10-28
RECORD-00570_REL_013,RECORD-00570,P0638,Steve Lovelady,Criticizes,P0630,Eason Jordan,Lovelady expresses dismay over the number of reporters killed by friendly fire mentioned by Jordan.,0.8,2025-10-28
RECORD-00570_REL_014,RECORD-00570,P0406,Hugh Hewitt,Mentions,P2093,Christopher Dodd,Hewitt mentions Senator Christopher Dodd's outrage.,0.8,2025-10-28
RECORD-00570_REL_015,RECORD-00570,P0635,Bret Stephens,Affiliated With,O0057,The Wall Street Journal,Bret Stephens is affiliated with the Wall Street Journal.,0.9,2025-10-28
RECORD-00570_REL_016,RECORD-00570,P0635,Bret Stephens,Mentions,P0630,Eason Jordan,Stephens reports on Eason Jordan's comments.,0.9,2025-10-28
RECORD-00570_REL_017,RECORD-00570,P0635,Bret Stephens,Mentions,P2094,Rony Albovitz,Stephens describes the discussion between Jordan and Frank.,0.9,2025-10-28
RECORD-00570_REL_018,RECORD-00570,P0635,Bret Stephens,Mentions,L0002,Iraq,Jordan made the comments while discussing the coverage of the war in Iraq,0.7,2025-10-28
RECORD-00570_REL_019,RECORD-00570,O0024,Associated Press,Mentions,O0002,The New York Times,The AP Story appears in The New York Times.,0.9,2025-10-28
RECORD-00570_REL_020,RECORD-00570,O0014,Fox News,Criticizes,O0015,CNN,Fox is always at war with CNN which it brands as a liberal network,0.8,2025-10-28
RECORD-00571_REL_001,RECORD-00571,P2095,Joshua Marshall,Discusses,C0506,News Judgment,News stories have a 24 hour audition,0.7,2025-10-28
RECORD-00571_REL_002,RECORD-00571,O1190,Harvard Kennedy School,Published In,W0351,Downing Street Memo,Harvard Kennedy School case study on the fall of Trent Lott (published in March 2004),0.8,2025-10-28
RECORD-00571_REL_003,RECORD-00571,W0351,Downing Street Memo,Discusses,P0014,George W. Bush,demanded from Bush an explanation,0.7,2025-10-28
RECORD-00571_REL_004,RECORD-00571,P2096,John Conyers,Mentions,P0014,George W. Bush,Conyers began circulating a letter to President Bush,0.7,2025-10-28
RECORD-00571_REL_005,RECORD-00571,O0467,Knight-Ridder Washington bureau,Discusses,W0351,Downing Street Memo,treated that letter as news in a May 6 report,0.8,2025-10-28
RECORD-00571_REL_006,RECORD-00571,P2097,Jefferson Morley,Affiliated With,O0023,The Washington Post,Jefferson Morley of the Washington Post,1.0,2025-10-28
RECORD-00571_REL_007,RECORD-00571,P2097,Jefferson Morley,Discusses,W0351,Downing Street Memo,"who wrote about the memo May 3 for the Washington Post, but only in the online edition",0.8,2025-10-28
RECORD-00571_REL_008,RECORD-00571,O0023,The Washington Post,Discusses,W0351,Downing Street Memo,two Michael Getler columns about the Washington Post’s decisions,0.8,2025-10-28
RECORD-00571_REL_009,RECORD-00571,P0862,Barney Calame,Discusses,O0002,The New York Times,These helped trigger Barney Calame’s report about the New York Times’s coverage,0.8,2025-10-28
RECORD-00571_REL_010,RECORD-00571,P2098,Kate Parry,Affiliated With,O0420,Star-Tribune,Kate Parry forwarded a reader’s e-mail to nation & world editor Dennis McGrath.,1.0,2025-10-28
RECORD-00571_REL_011,RECORD-00571,P2099,Dennis McGrath,Affiliated With,O0420,Star-Tribune,nation & world editor Dennis McGrath,1.0,2025-10-28
RECORD-00571_REL_012,RECORD-00571,P2100,Sharon Schmickle,Affiliated With,O0420,Star-Tribune,assigned reporter Sharon Schmickle to write about it,1.0,2025-10-28
RECORD-00571_REL_013,RECORD-00571,O0121,The Christian Science Monitor,Discusses,W0351,Downing Street Memo,"Christian Science Monitor, May 17: “Why has ‘Downing Street memo’ story been a ‘dud’ in US?”",0.8,2025-10-28
RECORD-00571_REL_014,RECORD-00571,P0068,Howard Kurtz,Discusses,W0351,Downing Street Memo,"The question, What about the Downing Street memo? had been asked so often, he wrote, it “forced the mainstream media to take a second look.",0.8,2025-10-28
RECORD-00571_REL_015,RECORD-00571,P0483,Jeffrey Dvorkin,Affiliated With,O0031,NPR,NPR’s ombudsman Jeffrey Dvorkin,1.0,2025-10-28
RECORD-00571_REL_016,RECORD-00571,P0483,Jeffrey Dvorkin,Discusses,W0351,Downing Street Memo,“It’s a bigger story than we’ve given it. It deserves more attention.”,0.8,2025-10-28
RECORD-00571_REL_017,RECORD-00571,P2101,Jim Cox,Affiliated With,O0067,USA Today,"USA Today’s senior assignment editor for foreign news, Jim Cox said not reporting on the memo was a mistake.",1.0,2025-10-28
RECORD-00571_REL_018,RECORD-00571,P0743,Eric Boehlert,Affiliated With,O0030,Salon,He said to Salon’s Eric Boehlert,1.0,2025-10-28
RECORD-00571_REL_019,RECORD-00571,P2102,Deborah Seward,Affiliated With,O0024,Associated Press,"Deborah Seward, AP’s international editor, issued a statement, “There is no question AP dropped the ball in not picking up on the Downing Street memo sooner.",1.0,2025-10-28
RECORD-00571_REL_020,RECORD-00571,P2103,Mark Danner,Affiliated With,O0301,The New York Review of Books,Mark Danner writes in the June 9 New York Review of Books,1.0,2025-10-28
RECORD-00571_REL_021,RECORD-00571,P2104,Michael Smith,Affiliated With,O0421,Times of London,"Michael Smith of the Times of London, who broke the original story",1.0,2025-10-28
RECORD-00571_REL_022,RECORD-00571,P2104,Michael Smith,Affiliated With,O0028,Los Angeles Times,Michael Smith’s op-ed column in the Los Angeles Times,1.0,2025-10-28
RECORD-00571_REL_023,RECORD-00571,P0025,Stephen Spruiell,Affiliated With,O0020,National Review,Stephen Spruiell at National Review’s Media Blog,1.0,2025-10-28
